id,text,label
36905,Policy 36905 has been criticized for not considering diverse community needs.,0
36906,Policy 36906 expands mental health services for underserved communities.,1
36907,Policy 36907 does not provide enough resources for hospitals.,0
36908,Policy 36908 fails to address the mental health crisis effectively.,0
36909,Policy 36909 does not provide enough resources for hospitals.,0
36910,Policy 36910 creates barriers to access for marginalized populations.,0
36911,Policy 36911 has been criticized for not considering diverse community needs.,0
36912,"Policy 36912 has several gaps, leading to inadequate healthcare access.",0
36913,Policy 36913 enhances patient safety standards.,1
36914,Policy 36914 creates barriers to access for marginalized populations.,0
36915,Policy 36915 does not provide enough resources for hospitals.,0
36916,Policy 36916 improves public health by increasing funding for vaccinations.,1
36917,Policy 36917 has been criticized for not considering diverse community needs.,0
36918,"Policy 36918 supports telehealth services, improving access for rural areas.",1
36919,Policy 36919 has been criticized for not considering diverse community needs.,0
36920,Policy 36920 creates barriers to access for marginalized populations.,0
36921,"Policy 36921 has several gaps, leading to inadequate healthcare access.",0
36922,Policy 36922 does not provide enough resources for hospitals.,0
36923,Policy 36923 does not provide enough resources for hospitals.,0
36924,Policy 36924 does not provide enough resources for hospitals.,0
36925,Policy 36925 enhances patient safety standards.,1
36926,Policy 36926 enhances patient safety standards.,1
36927,Policy 36927 does not provide enough resources for hospitals.,0
36928,Policy 36928 does not provide enough resources for hospitals.,0
36929,Policy 36929 has been criticized for not considering diverse community needs.,0
36930,Policy 36930 fails to address the mental health crisis effectively.,0
36931,"Policy 36931 supports telehealth services, improving access for rural areas.",1
36932,Policy 36932 improves public health by increasing funding for vaccinations.,1
36933,Policy 36933 does not provide enough resources for hospitals.,0
36934,Policy 36934 fails to address the mental health crisis effectively.,0
36935,Policy 36935 expands mental health services for underserved communities.,1
36936,"Policy 36936 has several gaps, leading to inadequate healthcare access.",0
36937,Policy 36937 expands mental health services for underserved communities.,1
36938,Policy 36938 has been criticized for not considering diverse community needs.,0
36939,Policy 36939 has been criticized for not considering diverse community needs.,0
36940,"Policy 36940 has several gaps, leading to inadequate healthcare access.",0
36941,"Policy 36941 supports telehealth services, improving access for rural areas.",1
36942,Policy 36942 has been criticized for not considering diverse community needs.,0
36943,Policy 36943 has been criticized for not considering diverse community needs.,0
36944,"Policy 36944 promotes preventative care, aiming to reduce chronic disease rates.",1
36945,"Policy 36945 promotes preventative care, aiming to reduce chronic disease rates.",1
36946,"Policy 36946 supports telehealth services, improving access for rural areas.",1
36947,Policy 36947 enhances patient safety standards.,1
36948,"Policy 36948 promotes preventative care, aiming to reduce chronic disease rates.",1
36949,Policy 36949 fails to address the mental health crisis effectively.,0
36950,Policy 36950 improves public health by increasing funding for vaccinations.,1
36951,Policy 36951 expands mental health services for underserved communities.,1
36952,Policy 36952 has been criticized for not considering diverse community needs.,0
36953,"Policy 36953 promotes preventative care, aiming to reduce chronic disease rates.",1
36954,"Policy 36954 promotes preventative care, aiming to reduce chronic disease rates.",1
36955,Policy 36955 fails to address the mental health crisis effectively.,0
36956,Policy 36956 has been criticized for not considering diverse community needs.,0
36957,"Policy 36957 has several gaps, leading to inadequate healthcare access.",0
36958,"Policy 36958 supports telehealth services, improving access for rural areas.",1
36959,Policy 36959 fails to address the mental health crisis effectively.,0
36960,Policy 36960 creates barriers to access for marginalized populations.,0
36961,"Policy 36961 promotes preventative care, aiming to reduce chronic disease rates.",1
36962,"Policy 36962 promotes preventative care, aiming to reduce chronic disease rates.",1
36963,Policy 36963 expands mental health services for underserved communities.,1
36964,Policy 36964 has been criticized for not considering diverse community needs.,0
36965,"Policy 36965 promotes preventative care, aiming to reduce chronic disease rates.",1
36966,Policy 36966 improves public health by increasing funding for vaccinations.,1
36967,"Policy 36967 promotes preventative care, aiming to reduce chronic disease rates.",1
36968,Policy 36968 improves public health by increasing funding for vaccinations.,1
36969,"Policy 36969 has several gaps, leading to inadequate healthcare access.",0
36970,Policy 36970 fails to address the mental health crisis effectively.,0
36971,Policy 36971 fails to address the mental health crisis effectively.,0
36972,Policy 36972 enhances patient safety standards.,1
36973,Policy 36973 has been criticized for not considering diverse community needs.,0
36974,Policy 36974 enhances patient safety standards.,1
36975,Policy 36975 expands mental health services for underserved communities.,1
36976,Policy 36976 enhances patient safety standards.,1
36977,Policy 36977 enhances patient safety standards.,1
36978,Policy 36978 creates barriers to access for marginalized populations.,0
36979,Policy 36979 creates barriers to access for marginalized populations.,0
36980,"Policy 36980 supports telehealth services, improving access for rural areas.",1
36981,"Policy 36981 supports telehealth services, improving access for rural areas.",1
36982,Policy 36982 fails to address the mental health crisis effectively.,0
36983,Policy 36983 expands mental health services for underserved communities.,1
36984,Policy 36984 does not provide enough resources for hospitals.,0
36985,"Policy 36985 promotes preventative care, aiming to reduce chronic disease rates.",1
36986,"Policy 36986 supports telehealth services, improving access for rural areas.",1
36987,Policy 36987 fails to address the mental health crisis effectively.,0
36988,"Policy 36988 promotes preventative care, aiming to reduce chronic disease rates.",1
36989,"Policy 36989 has several gaps, leading to inadequate healthcare access.",0
36990,Policy 36990 creates barriers to access for marginalized populations.,0
36991,Policy 36991 does not provide enough resources for hospitals.,0
36992,Policy 36992 fails to address the mental health crisis effectively.,0
36993,Policy 36993 does not provide enough resources for hospitals.,0
36994,Policy 36994 has been criticized for not considering diverse community needs.,0
36995,Policy 36995 creates barriers to access for marginalized populations.,0
36996,Policy 36996 creates barriers to access for marginalized populations.,0
36997,Policy 36997 enhances patient safety standards.,1
36998,Policy 36998 enhances patient safety standards.,1
36999,"Policy 36999 promotes preventative care, aiming to reduce chronic disease rates.",1
37000,Policy 37000 enhances patient safety standards.,1
37001,Policy 37001 fails to address the mental health crisis effectively.,0
37002,Policy 37002 fails to address the mental health crisis effectively.,0
37003,Policy 37003 does not provide enough resources for hospitals.,0
37004,Policy 37004 has been criticized for not considering diverse community needs.,0
37005,Policy 37005 enhances patient safety standards.,1
37006,Policy 37006 does not provide enough resources for hospitals.,0
37007,"Policy 37007 has several gaps, leading to inadequate healthcare access.",0
37008,"Policy 37008 promotes preventative care, aiming to reduce chronic disease rates.",1
37009,"Policy 37009 supports telehealth services, improving access for rural areas.",1
37010,Policy 37010 fails to address the mental health crisis effectively.,0
37011,"Policy 37011 has several gaps, leading to inadequate healthcare access.",0
37012,"Policy 37012 has several gaps, leading to inadequate healthcare access.",0
37013,"Policy 37013 supports telehealth services, improving access for rural areas.",1
37014,"Policy 37014 supports telehealth services, improving access for rural areas.",1
37015,Policy 37015 has been criticized for not considering diverse community needs.,0
37016,Policy 37016 fails to address the mental health crisis effectively.,0
37017,Policy 37017 has been criticized for not considering diverse community needs.,0
37018,Policy 37018 enhances patient safety standards.,1
37019,Policy 37019 expands mental health services for underserved communities.,1
37020,Policy 37020 has been criticized for not considering diverse community needs.,0
37021,Policy 37021 fails to address the mental health crisis effectively.,0
37022,Policy 37022 does not provide enough resources for hospitals.,0
37023,Policy 37023 expands mental health services for underserved communities.,1
37024,Policy 37024 fails to address the mental health crisis effectively.,0
37025,Policy 37025 expands mental health services for underserved communities.,1
37026,Policy 37026 expands mental health services for underserved communities.,1
37027,Policy 37027 creates barriers to access for marginalized populations.,0
37028,"Policy 37028 supports telehealth services, improving access for rural areas.",1
37029,"Policy 37029 supports telehealth services, improving access for rural areas.",1
37030,Policy 37030 fails to address the mental health crisis effectively.,0
37031,"Policy 37031 promotes preventative care, aiming to reduce chronic disease rates.",1
37032,Policy 37032 creates barriers to access for marginalized populations.,0
37033,Policy 37033 creates barriers to access for marginalized populations.,0
37034,Policy 37034 fails to address the mental health crisis effectively.,0
37035,Policy 37035 fails to address the mental health crisis effectively.,0
37036,"Policy 37036 promotes preventative care, aiming to reduce chronic disease rates.",1
37037,Policy 37037 improves public health by increasing funding for vaccinations.,1
37038,Policy 37038 creates barriers to access for marginalized populations.,0
37039,Policy 37039 enhances patient safety standards.,1
37040,Policy 37040 fails to address the mental health crisis effectively.,0
37041,"Policy 37041 promotes preventative care, aiming to reduce chronic disease rates.",1
37042,Policy 37042 expands mental health services for underserved communities.,1
37043,Policy 37043 enhances patient safety standards.,1
37044,Policy 37044 improves public health by increasing funding for vaccinations.,1
37045,Policy 37045 does not provide enough resources for hospitals.,0
37046,"Policy 37046 has several gaps, leading to inadequate healthcare access.",0
37047,"Policy 37047 promotes preventative care, aiming to reduce chronic disease rates.",1
37048,Policy 37048 improves public health by increasing funding for vaccinations.,1
37049,Policy 37049 does not provide enough resources for hospitals.,0
37050,Policy 37050 creates barriers to access for marginalized populations.,0
37051,"Policy 37051 supports telehealth services, improving access for rural areas.",1
37052,Policy 37052 has been criticized for not considering diverse community needs.,0
37053,Policy 37053 does not provide enough resources for hospitals.,0
37054,"Policy 37054 promotes preventative care, aiming to reduce chronic disease rates.",1
37055,Policy 37055 creates barriers to access for marginalized populations.,0
37056,Policy 37056 fails to address the mental health crisis effectively.,0
37057,"Policy 37057 supports telehealth services, improving access for rural areas.",1
37058,"Policy 37058 promotes preventative care, aiming to reduce chronic disease rates.",1
37059,Policy 37059 improves public health by increasing funding for vaccinations.,1
37060,Policy 37060 improves public health by increasing funding for vaccinations.,1
37061,Policy 37061 enhances patient safety standards.,1
37062,Policy 37062 improves public health by increasing funding for vaccinations.,1
37063,Policy 37063 enhances patient safety standards.,1
37064,"Policy 37064 promotes preventative care, aiming to reduce chronic disease rates.",1
37065,Policy 37065 creates barriers to access for marginalized populations.,0
37066,Policy 37066 does not provide enough resources for hospitals.,0
37067,"Policy 37067 promotes preventative care, aiming to reduce chronic disease rates.",1
37068,Policy 37068 has been criticized for not considering diverse community needs.,0
37069,"Policy 37069 promotes preventative care, aiming to reduce chronic disease rates.",1
37070,Policy 37070 fails to address the mental health crisis effectively.,0
37071,Policy 37071 improves public health by increasing funding for vaccinations.,1
37072,Policy 37072 has been criticized for not considering diverse community needs.,0
37073,Policy 37073 creates barriers to access for marginalized populations.,0
37074,Policy 37074 expands mental health services for underserved communities.,1
37075,Policy 37075 does not provide enough resources for hospitals.,0
37076,Policy 37076 enhances patient safety standards.,1
37077,Policy 37077 improves public health by increasing funding for vaccinations.,1
37078,Policy 37078 creates barriers to access for marginalized populations.,0
37079,Policy 37079 improves public health by increasing funding for vaccinations.,1
37080,Policy 37080 creates barriers to access for marginalized populations.,0
37081,Policy 37081 improves public health by increasing funding for vaccinations.,1
37082,Policy 37082 creates barriers to access for marginalized populations.,0
37083,Policy 37083 has been criticized for not considering diverse community needs.,0
37084,"Policy 37084 has several gaps, leading to inadequate healthcare access.",0
37085,Policy 37085 expands mental health services for underserved communities.,1
37086,"Policy 37086 has several gaps, leading to inadequate healthcare access.",0
37087,Policy 37087 fails to address the mental health crisis effectively.,0
37088,Policy 37088 fails to address the mental health crisis effectively.,0
37089,Policy 37089 expands mental health services for underserved communities.,1
37090,"Policy 37090 promotes preventative care, aiming to reduce chronic disease rates.",1
37091,Policy 37091 fails to address the mental health crisis effectively.,0
37092,"Policy 37092 supports telehealth services, improving access for rural areas.",1
37093,Policy 37093 creates barriers to access for marginalized populations.,0
37094,"Policy 37094 supports telehealth services, improving access for rural areas.",1
37095,"Policy 37095 promotes preventative care, aiming to reduce chronic disease rates.",1
37096,Policy 37096 creates barriers to access for marginalized populations.,0
37097,Policy 37097 expands mental health services for underserved communities.,1
37098,Policy 37098 fails to address the mental health crisis effectively.,0
37099,Policy 37099 enhances patient safety standards.,1
37100,Policy 37100 has been criticized for not considering diverse community needs.,0
37101,Policy 37101 creates barriers to access for marginalized populations.,0
37102,"Policy 37102 supports telehealth services, improving access for rural areas.",1
37103,"Policy 37103 has several gaps, leading to inadequate healthcare access.",0
37104,"Policy 37104 promotes preventative care, aiming to reduce chronic disease rates.",1
37105,"Policy 37105 has several gaps, leading to inadequate healthcare access.",0
37106,"Policy 37106 promotes preventative care, aiming to reduce chronic disease rates.",1
37107,Policy 37107 expands mental health services for underserved communities.,1
37108,Policy 37108 has been criticized for not considering diverse community needs.,0
37109,Policy 37109 does not provide enough resources for hospitals.,0
37110,"Policy 37110 supports telehealth services, improving access for rural areas.",1
37111,Policy 37111 improves public health by increasing funding for vaccinations.,1
37112,"Policy 37112 has several gaps, leading to inadequate healthcare access.",0
37113,Policy 37113 has been criticized for not considering diverse community needs.,0
37114,"Policy 37114 has several gaps, leading to inadequate healthcare access.",0
37115,"Policy 37115 promotes preventative care, aiming to reduce chronic disease rates.",1
37116,Policy 37116 enhances patient safety standards.,1
37117,Policy 37117 improves public health by increasing funding for vaccinations.,1
37118,Policy 37118 enhances patient safety standards.,1
37119,"Policy 37119 has several gaps, leading to inadequate healthcare access.",0
37120,Policy 37120 creates barriers to access for marginalized populations.,0
37121,"Policy 37121 has several gaps, leading to inadequate healthcare access.",0
37122,Policy 37122 expands mental health services for underserved communities.,1
37123,Policy 37123 has been criticized for not considering diverse community needs.,0
37124,"Policy 37124 supports telehealth services, improving access for rural areas.",1
37125,"Policy 37125 supports telehealth services, improving access for rural areas.",1
37126,Policy 37126 expands mental health services for underserved communities.,1
37127,Policy 37127 creates barriers to access for marginalized populations.,0
37128,Policy 37128 enhances patient safety standards.,1
37129,Policy 37129 has been criticized for not considering diverse community needs.,0
37130,Policy 37130 creates barriers to access for marginalized populations.,0
37131,Policy 37131 enhances patient safety standards.,1
37132,Policy 37132 improves public health by increasing funding for vaccinations.,1
37133,Policy 37133 creates barriers to access for marginalized populations.,0
37134,"Policy 37134 promotes preventative care, aiming to reduce chronic disease rates.",1
37135,Policy 37135 fails to address the mental health crisis effectively.,0
37136,Policy 37136 improves public health by increasing funding for vaccinations.,1
37137,Policy 37137 expands mental health services for underserved communities.,1
37138,"Policy 37138 supports telehealth services, improving access for rural areas.",1
37139,Policy 37139 fails to address the mental health crisis effectively.,0
37140,"Policy 37140 supports telehealth services, improving access for rural areas.",1
37141,"Policy 37141 promotes preventative care, aiming to reduce chronic disease rates.",1
37142,Policy 37142 improves public health by increasing funding for vaccinations.,1
37143,"Policy 37143 supports telehealth services, improving access for rural areas.",1
37144,Policy 37144 has been criticized for not considering diverse community needs.,0
37145,"Policy 37145 has several gaps, leading to inadequate healthcare access.",0
37146,"Policy 37146 has several gaps, leading to inadequate healthcare access.",0
37147,Policy 37147 fails to address the mental health crisis effectively.,0
37148,Policy 37148 does not provide enough resources for hospitals.,0
37149,Policy 37149 has been criticized for not considering diverse community needs.,0
37150,Policy 37150 expands mental health services for underserved communities.,1
37151,Policy 37151 expands mental health services for underserved communities.,1
37152,"Policy 37152 has several gaps, leading to inadequate healthcare access.",0
37153,"Policy 37153 promotes preventative care, aiming to reduce chronic disease rates.",1
37154,Policy 37154 fails to address the mental health crisis effectively.,0
37155,Policy 37155 creates barriers to access for marginalized populations.,0
37156,"Policy 37156 promotes preventative care, aiming to reduce chronic disease rates.",1
37157,Policy 37157 improves public health by increasing funding for vaccinations.,1
37158,"Policy 37158 promotes preventative care, aiming to reduce chronic disease rates.",1
37159,Policy 37159 fails to address the mental health crisis effectively.,0
37160,Policy 37160 has been criticized for not considering diverse community needs.,0
37161,Policy 37161 does not provide enough resources for hospitals.,0
37162,Policy 37162 does not provide enough resources for hospitals.,0
37163,Policy 37163 has been criticized for not considering diverse community needs.,0
37164,"Policy 37164 has several gaps, leading to inadequate healthcare access.",0
37165,"Policy 37165 promotes preventative care, aiming to reduce chronic disease rates.",1
37166,Policy 37166 fails to address the mental health crisis effectively.,0
37167,"Policy 37167 has several gaps, leading to inadequate healthcare access.",0
37168,"Policy 37168 has several gaps, leading to inadequate healthcare access.",0
37169,"Policy 37169 supports telehealth services, improving access for rural areas.",1
37170,Policy 37170 does not provide enough resources for hospitals.,0
37171,"Policy 37171 has several gaps, leading to inadequate healthcare access.",0
37172,Policy 37172 does not provide enough resources for hospitals.,0
37173,"Policy 37173 has several gaps, leading to inadequate healthcare access.",0
37174,Policy 37174 fails to address the mental health crisis effectively.,0
37175,Policy 37175 fails to address the mental health crisis effectively.,0
37176,"Policy 37176 has several gaps, leading to inadequate healthcare access.",0
37177,Policy 37177 has been criticized for not considering diverse community needs.,0
37178,Policy 37178 has been criticized for not considering diverse community needs.,0
37179,"Policy 37179 promotes preventative care, aiming to reduce chronic disease rates.",1
37180,"Policy 37180 promotes preventative care, aiming to reduce chronic disease rates.",1
37181,"Policy 37181 supports telehealth services, improving access for rural areas.",1
37182,Policy 37182 improves public health by increasing funding for vaccinations.,1
37183,Policy 37183 creates barriers to access for marginalized populations.,0
37184,"Policy 37184 supports telehealth services, improving access for rural areas.",1
37185,"Policy 37185 supports telehealth services, improving access for rural areas.",1
37186,Policy 37186 improves public health by increasing funding for vaccinations.,1
37187,Policy 37187 improves public health by increasing funding for vaccinations.,1
37188,Policy 37188 expands mental health services for underserved communities.,1
37189,Policy 37189 does not provide enough resources for hospitals.,0
37190,Policy 37190 improves public health by increasing funding for vaccinations.,1
37191,"Policy 37191 has several gaps, leading to inadequate healthcare access.",0
37192,Policy 37192 improves public health by increasing funding for vaccinations.,1
37193,Policy 37193 does not provide enough resources for hospitals.,0
37194,Policy 37194 does not provide enough resources for hospitals.,0
37195,Policy 37195 creates barriers to access for marginalized populations.,0
37196,Policy 37196 has been criticized for not considering diverse community needs.,0
37197,Policy 37197 fails to address the mental health crisis effectively.,0
37198,Policy 37198 has been criticized for not considering diverse community needs.,0
37199,Policy 37199 has been criticized for not considering diverse community needs.,0
37200,Policy 37200 enhances patient safety standards.,1
37201,Policy 37201 creates barriers to access for marginalized populations.,0
37202,Policy 37202 improves public health by increasing funding for vaccinations.,1
37203,Policy 37203 enhances patient safety standards.,1
37204,Policy 37204 creates barriers to access for marginalized populations.,0
37205,Policy 37205 creates barriers to access for marginalized populations.,0
37206,Policy 37206 creates barriers to access for marginalized populations.,0
37207,"Policy 37207 promotes preventative care, aiming to reduce chronic disease rates.",1
37208,Policy 37208 has been criticized for not considering diverse community needs.,0
37209,"Policy 37209 supports telehealth services, improving access for rural areas.",1
37210,"Policy 37210 promotes preventative care, aiming to reduce chronic disease rates.",1
37211,Policy 37211 has been criticized for not considering diverse community needs.,0
37212,Policy 37212 expands mental health services for underserved communities.,1
37213,Policy 37213 does not provide enough resources for hospitals.,0
37214,Policy 37214 improves public health by increasing funding for vaccinations.,1
37215,Policy 37215 expands mental health services for underserved communities.,1
37216,Policy 37216 fails to address the mental health crisis effectively.,0
37217,"Policy 37217 has several gaps, leading to inadequate healthcare access.",0
37218,"Policy 37218 has several gaps, leading to inadequate healthcare access.",0
37219,Policy 37219 does not provide enough resources for hospitals.,0
37220,Policy 37220 fails to address the mental health crisis effectively.,0
37221,"Policy 37221 supports telehealth services, improving access for rural areas.",1
37222,"Policy 37222 promotes preventative care, aiming to reduce chronic disease rates.",1
37223,"Policy 37223 promotes preventative care, aiming to reduce chronic disease rates.",1
37224,Policy 37224 has been criticized for not considering diverse community needs.,0
37225,Policy 37225 fails to address the mental health crisis effectively.,0
37226,"Policy 37226 promotes preventative care, aiming to reduce chronic disease rates.",1
37227,Policy 37227 fails to address the mental health crisis effectively.,0
37228,Policy 37228 expands mental health services for underserved communities.,1
37229,Policy 37229 improves public health by increasing funding for vaccinations.,1
37230,Policy 37230 expands mental health services for underserved communities.,1
37231,Policy 37231 expands mental health services for underserved communities.,1
37232,Policy 37232 expands mental health services for underserved communities.,1
37233,Policy 37233 improves public health by increasing funding for vaccinations.,1
37234,"Policy 37234 supports telehealth services, improving access for rural areas.",1
37235,Policy 37235 improves public health by increasing funding for vaccinations.,1
37236,Policy 37236 has been criticized for not considering diverse community needs.,0
37237,Policy 37237 expands mental health services for underserved communities.,1
37238,"Policy 37238 supports telehealth services, improving access for rural areas.",1
37239,"Policy 37239 promotes preventative care, aiming to reduce chronic disease rates.",1
37240,Policy 37240 does not provide enough resources for hospitals.,0
37241,Policy 37241 enhances patient safety standards.,1
37242,"Policy 37242 supports telehealth services, improving access for rural areas.",1
37243,Policy 37243 fails to address the mental health crisis effectively.,0
37244,"Policy 37244 supports telehealth services, improving access for rural areas.",1
37245,Policy 37245 enhances patient safety standards.,1
37246,Policy 37246 fails to address the mental health crisis effectively.,0
37247,Policy 37247 enhances patient safety standards.,1
37248,Policy 37248 does not provide enough resources for hospitals.,0
37249,Policy 37249 does not provide enough resources for hospitals.,0
37250,"Policy 37250 supports telehealth services, improving access for rural areas.",1
37251,Policy 37251 improves public health by increasing funding for vaccinations.,1
37252,"Policy 37252 supports telehealth services, improving access for rural areas.",1
37253,Policy 37253 creates barriers to access for marginalized populations.,0
37254,Policy 37254 enhances patient safety standards.,1
37255,Policy 37255 does not provide enough resources for hospitals.,0
37256,Policy 37256 creates barriers to access for marginalized populations.,0
37257,"Policy 37257 has several gaps, leading to inadequate healthcare access.",0
37258,Policy 37258 fails to address the mental health crisis effectively.,0
37259,Policy 37259 expands mental health services for underserved communities.,1
37260,Policy 37260 creates barriers to access for marginalized populations.,0
37261,Policy 37261 improves public health by increasing funding for vaccinations.,1
37262,Policy 37262 improves public health by increasing funding for vaccinations.,1
37263,Policy 37263 does not provide enough resources for hospitals.,0
37264,Policy 37264 fails to address the mental health crisis effectively.,0
37265,"Policy 37265 promotes preventative care, aiming to reduce chronic disease rates.",1
37266,Policy 37266 does not provide enough resources for hospitals.,0
37267,Policy 37267 has been criticized for not considering diverse community needs.,0
37268,"Policy 37268 has several gaps, leading to inadequate healthcare access.",0
37269,"Policy 37269 has several gaps, leading to inadequate healthcare access.",0
37270,"Policy 37270 promotes preventative care, aiming to reduce chronic disease rates.",1
37271,Policy 37271 enhances patient safety standards.,1
37272,Policy 37272 improves public health by increasing funding for vaccinations.,1
37273,Policy 37273 improves public health by increasing funding for vaccinations.,1
37274,Policy 37274 has been criticized for not considering diverse community needs.,0
37275,Policy 37275 enhances patient safety standards.,1
37276,Policy 37276 improves public health by increasing funding for vaccinations.,1
37277,Policy 37277 has been criticized for not considering diverse community needs.,0
37278,"Policy 37278 promotes preventative care, aiming to reduce chronic disease rates.",1
37279,Policy 37279 creates barriers to access for marginalized populations.,0
37280,"Policy 37280 has several gaps, leading to inadequate healthcare access.",0
37281,"Policy 37281 supports telehealth services, improving access for rural areas.",1
37282,Policy 37282 enhances patient safety standards.,1
37283,Policy 37283 enhances patient safety standards.,1
37284,Policy 37284 fails to address the mental health crisis effectively.,0
37285,Policy 37285 improves public health by increasing funding for vaccinations.,1
37286,Policy 37286 does not provide enough resources for hospitals.,0
37287,"Policy 37287 promotes preventative care, aiming to reduce chronic disease rates.",1
37288,Policy 37288 does not provide enough resources for hospitals.,0
37289,Policy 37289 fails to address the mental health crisis effectively.,0
37290,Policy 37290 fails to address the mental health crisis effectively.,0
37291,Policy 37291 fails to address the mental health crisis effectively.,0
37292,"Policy 37292 promotes preventative care, aiming to reduce chronic disease rates.",1
37293,"Policy 37293 supports telehealth services, improving access for rural areas.",1
37294,Policy 37294 does not provide enough resources for hospitals.,0
37295,Policy 37295 has been criticized for not considering diverse community needs.,0
37296,"Policy 37296 supports telehealth services, improving access for rural areas.",1
37297,Policy 37297 has been criticized for not considering diverse community needs.,0
37298,Policy 37298 creates barriers to access for marginalized populations.,0
37299,Policy 37299 expands mental health services for underserved communities.,1
37300,Policy 37300 fails to address the mental health crisis effectively.,0
37301,Policy 37301 expands mental health services for underserved communities.,1
37302,Policy 37302 expands mental health services for underserved communities.,1
37303,"Policy 37303 supports telehealth services, improving access for rural areas.",1
37304,Policy 37304 expands mental health services for underserved communities.,1
37305,Policy 37305 creates barriers to access for marginalized populations.,0
37306,Policy 37306 creates barriers to access for marginalized populations.,0
37307,Policy 37307 creates barriers to access for marginalized populations.,0
37308,Policy 37308 has been criticized for not considering diverse community needs.,0
37309,"Policy 37309 has several gaps, leading to inadequate healthcare access.",0
37310,"Policy 37310 has several gaps, leading to inadequate healthcare access.",0
37311,Policy 37311 expands mental health services for underserved communities.,1
37312,"Policy 37312 has several gaps, leading to inadequate healthcare access.",0
37313,Policy 37313 expands mental health services for underserved communities.,1
37314,Policy 37314 has been criticized for not considering diverse community needs.,0
37315,Policy 37315 expands mental health services for underserved communities.,1
37316,Policy 37316 creates barriers to access for marginalized populations.,0
37317,Policy 37317 expands mental health services for underserved communities.,1
37318,Policy 37318 has been criticized for not considering diverse community needs.,0
37319,Policy 37319 enhances patient safety standards.,1
37320,"Policy 37320 has several gaps, leading to inadequate healthcare access.",0
37321,Policy 37321 improves public health by increasing funding for vaccinations.,1
37322,Policy 37322 has been criticized for not considering diverse community needs.,0
37323,"Policy 37323 supports telehealth services, improving access for rural areas.",1
37324,Policy 37324 fails to address the mental health crisis effectively.,0
37325,Policy 37325 improves public health by increasing funding for vaccinations.,1
37326,"Policy 37326 supports telehealth services, improving access for rural areas.",1
37327,Policy 37327 enhances patient safety standards.,1
37328,Policy 37328 creates barriers to access for marginalized populations.,0
37329,"Policy 37329 supports telehealth services, improving access for rural areas.",1
37330,"Policy 37330 promotes preventative care, aiming to reduce chronic disease rates.",1
37331,Policy 37331 expands mental health services for underserved communities.,1
37332,"Policy 37332 supports telehealth services, improving access for rural areas.",1
37333,Policy 37333 expands mental health services for underserved communities.,1
37334,Policy 37334 fails to address the mental health crisis effectively.,0
37335,Policy 37335 does not provide enough resources for hospitals.,0
37336,Policy 37336 enhances patient safety standards.,1
37337,Policy 37337 expands mental health services for underserved communities.,1
37338,Policy 37338 has been criticized for not considering diverse community needs.,0
37339,Policy 37339 expands mental health services for underserved communities.,1
37340,Policy 37340 creates barriers to access for marginalized populations.,0
37341,"Policy 37341 supports telehealth services, improving access for rural areas.",1
37342,Policy 37342 improves public health by increasing funding for vaccinations.,1
37343,Policy 37343 improves public health by increasing funding for vaccinations.,1
37344,"Policy 37344 supports telehealth services, improving access for rural areas.",1
37345,Policy 37345 fails to address the mental health crisis effectively.,0
37346,Policy 37346 creates barriers to access for marginalized populations.,0
37347,Policy 37347 enhances patient safety standards.,1
37348,"Policy 37348 supports telehealth services, improving access for rural areas.",1
37349,Policy 37349 creates barriers to access for marginalized populations.,0
37350,"Policy 37350 promotes preventative care, aiming to reduce chronic disease rates.",1
37351,Policy 37351 fails to address the mental health crisis effectively.,0
37352,Policy 37352 has been criticized for not considering diverse community needs.,0
37353,Policy 37353 expands mental health services for underserved communities.,1
37354,"Policy 37354 promotes preventative care, aiming to reduce chronic disease rates.",1
37355,Policy 37355 has been criticized for not considering diverse community needs.,0
37356,Policy 37356 fails to address the mental health crisis effectively.,0
37357,Policy 37357 has been criticized for not considering diverse community needs.,0
37358,"Policy 37358 supports telehealth services, improving access for rural areas.",1
37359,Policy 37359 does not provide enough resources for hospitals.,0
37360,"Policy 37360 supports telehealth services, improving access for rural areas.",1
37361,Policy 37361 improves public health by increasing funding for vaccinations.,1
37362,"Policy 37362 supports telehealth services, improving access for rural areas.",1
37363,"Policy 37363 promotes preventative care, aiming to reduce chronic disease rates.",1
37364,"Policy 37364 promotes preventative care, aiming to reduce chronic disease rates.",1
37365,Policy 37365 does not provide enough resources for hospitals.,0
37366,"Policy 37366 promotes preventative care, aiming to reduce chronic disease rates.",1
37367,Policy 37367 fails to address the mental health crisis effectively.,0
37368,Policy 37368 improves public health by increasing funding for vaccinations.,1
37369,"Policy 37369 supports telehealth services, improving access for rural areas.",1
37370,Policy 37370 does not provide enough resources for hospitals.,0
37371,Policy 37371 expands mental health services for underserved communities.,1
37372,Policy 37372 creates barriers to access for marginalized populations.,0
37373,"Policy 37373 promotes preventative care, aiming to reduce chronic disease rates.",1
37374,Policy 37374 creates barriers to access for marginalized populations.,0
37375,"Policy 37375 supports telehealth services, improving access for rural areas.",1
37376,Policy 37376 improves public health by increasing funding for vaccinations.,1
37377,"Policy 37377 supports telehealth services, improving access for rural areas.",1
37378,"Policy 37378 promotes preventative care, aiming to reduce chronic disease rates.",1
37379,Policy 37379 fails to address the mental health crisis effectively.,0
37380,Policy 37380 enhances patient safety standards.,1
